data_Publisher,data_doi,data_Title,data_Authors,relation_type_id,publication_doi,publication_type,pub_publication_titleTitle,publication_authors,citation_event_source
Polar Data Centre (PDC),10.5285/a7f28dea-64f7-43b5-bc39-a6cfcdeefbda,"Summary of instrumentation installed in boreholes drilled into Khumbu Glacier, Nepal, in 2017 and 2018 as part of EverDrill research project","['Hubbard, Bryn', 'Miles, Katie', 'Quincey, Duncan', 'Miles, Evan']",IsReferencedBy,10.5285/6e35ef4b-35fa-4a0d-a3f5-b86c820bc4c4,dataset,"Data time-series from sensors installed at the base of boreholes drilled into Khumbu Glacier, Nepal, in 2017 and 2018 as part of EverDrill research project","['Hubbard, Bryn', 'Miles, Katie', 'Doyle, Samuel', 'Quincey, Duncan', 'Miles, Evan']",Scholix
Polar Data Centre (PDC),10.5285/a7f28dea-64f7-43b5-bc39-a6cfcdeefbda,"Summary of instrumentation installed in boreholes drilled into Khumbu Glacier, Nepal, in 2017 and 2018 as part of EverDrill research project","['Hubbard, Bryn', 'Miles, Katie', 'Quincey, Duncan', 'Miles, Evan']",IsReferencedBy,10.5285/65140444-b5fa-4a5e-9ab4-e86c106051e2,dataset,"Locations and lengths of boreholes drilled into Khumbu Glacier, Nepal, in 2017 and 2018 as part of EverDrill research project","['Hubbard, Bryn', 'Miles, Katie', 'Quincey, Duncan', 'Miles, Evan']",Scholix
Polar Data Centre (PDC),10.5285/a7f28dea-64f7-43b5-bc39-a6cfcdeefbda,"Summary of instrumentation installed in boreholes drilled into Khumbu Glacier, Nepal, in 2017 and 2018 as part of EverDrill research project","['Hubbard, Bryn', 'Miles, Katie', 'Quincey, Duncan', 'Miles, Evan']",references,10.1038/s43247-020-00070-x,journal-article,"Continuous borehole optical televiewing reveals variable englacial debris concentrations at Khumbu Glacier, Nepal","[['Katie E.', 'Miles'], ['Bryn', 'Hubbard'], ['Evan S.', 'Miles'], ['Duncan J.', 'Quincey'], ['Ann V.', 'Rowan'], ['Martin', 'Kirkbride'], ['Josephine', 'Hornsey']]",CrossRef
Polar Data Centre (PDC),10.5285/a7f28dea-64f7-43b5-bc39-a6cfcdeefbda,"Summary of instrumentation installed in boreholes drilled into Khumbu Glacier, Nepal, in 2017 and 2018 as part of EverDrill research project","['Hubbard, Bryn', 'Miles, Katie', 'Quincey, Duncan', 'Miles, Evan']",is-part-of,http://everdrill.org/,Info not given,Info not given,Info not given,DataCite
Polar Data Centre (PDC),10.5285/d80f5c86-89a7-46d6-8718-47e3d34ab368,"Borehole optical televiewer (OPTV) logs of boreholes drilled into Khumbu Glacier, Nepal, in 2017 and 2018 as part of EverDrill research project","['Hubbard, Bryn', 'Miles, Katie', 'Quincey, Duncan']",IsReferencedBy,10.5285/65140444-b5fa-4a5e-9ab4-e86c106051e2,dataset,"Locations and lengths of boreholes drilled into Khumbu Glacier, Nepal, in 2017 and 2018 as part of EverDrill research project","['Hubbard, Bryn', 'Miles, Katie', 'Quincey, Duncan', 'Miles, Evan']",Scholix
Polar Data Centre (PDC),10.5285/d80f5c86-89a7-46d6-8718-47e3d34ab368,"Borehole optical televiewer (OPTV) logs of boreholes drilled into Khumbu Glacier, Nepal, in 2017 and 2018 as part of EverDrill research project","['Hubbard, Bryn', 'Miles, Katie', 'Quincey, Duncan']",IsReferencedBy,10.5285/6e35ef4b-35fa-4a0d-a3f5-b86c820bc4c4,dataset,"Data time-series from sensors installed at the base of boreholes drilled into Khumbu Glacier, Nepal, in 2017 and 2018 as part of EverDrill research project","['Hubbard, Bryn', 'Miles, Katie', 'Doyle, Samuel', 'Quincey, Duncan', 'Miles, Evan']",Scholix
Polar Data Centre (PDC),10.5285/d80f5c86-89a7-46d6-8718-47e3d34ab368,"Borehole optical televiewer (OPTV) logs of boreholes drilled into Khumbu Glacier, Nepal, in 2017 and 2018 as part of EverDrill research project","['Hubbard, Bryn', 'Miles, Katie', 'Quincey, Duncan']",IsReferencedBy,10.5285/1846aa2c-7617-4daf-9928-60a336e256a6,dataset,"Ice tilt time-series from sensors installed in boreholes drilled into Khumbu Glacier, Nepal, in 2017 and 2018 as part of EverDrill research project","['Hubbard, Bryn', 'Miles, Katie', 'Doyle, Samuel', 'Quincey, Duncan', 'Miles, Evan']",Scholix
Polar Data Centre (PDC),10.5285/d80f5c86-89a7-46d6-8718-47e3d34ab368,"Borehole optical televiewer (OPTV) logs of boreholes drilled into Khumbu Glacier, Nepal, in 2017 and 2018 as part of EverDrill research project","['Hubbard, Bryn', 'Miles, Katie', 'Quincey, Duncan']",IsReferencedBy,10.5285/6be7d300-b42c-42f4-af59-2138e2a4dfe4,dataset,"Ice temperature time-series from sensors installed in boreholes drilled into Khumbu Glacier, Nepal, in 2017 and 2018 as part of EverDrill research project","['Hubbard, Bryn', 'Miles, Katie', 'Doyle, Samuel', 'Quincey, Duncan', 'Miles, Evan']",Scholix
Polar Data Centre (PDC),10.5285/d80f5c86-89a7-46d6-8718-47e3d34ab368,"Borehole optical televiewer (OPTV) logs of boreholes drilled into Khumbu Glacier, Nepal, in 2017 and 2018 as part of EverDrill research project","['Hubbard, Bryn', 'Miles, Katie', 'Quincey, Duncan']",IsReferencedBy,10.3189/002214308787779988,journal-article,Digital optical televiewing of ice boreholes,"['Hubbard, Bryn', 'Roberson, Sam', 'Samyn, Denis', 'Merton-Lyn, Derek']",Scholix
Polar Data Centre (PDC),10.5285/d80f5c86-89a7-46d6-8718-47e3d34ab368,"Borehole optical televiewer (OPTV) logs of boreholes drilled into Khumbu Glacier, Nepal, in 2017 and 2018 as part of EverDrill research project","['Hubbard, Bryn', 'Miles, Katie', 'Quincey, Duncan']",IsReferencedBy,10.5285/a7f28dea-64f7-43b5-bc39-a6cfcdeefbda,dataset,"Summary of instrumentation installed in boreholes drilled into Khumbu Glacier, Nepal, in 2017 and 2018 as part of EverDrill research project","['Hubbard, Bryn', 'Miles, Katie', 'Quincey, Duncan', 'Miles, Evan']",Scholix
Polar Data Centre (PDC),10.5285/d80f5c86-89a7-46d6-8718-47e3d34ab368,"Borehole optical televiewer (OPTV) logs of boreholes drilled into Khumbu Glacier, Nepal, in 2017 and 2018 as part of EverDrill research project","['Hubbard, Bryn', 'Miles, Katie', 'Quincey, Duncan']",references,10.1038/s43247-020-00070-x,journal-article,"Continuous borehole optical televiewing reveals variable englacial debris concentrations at Khumbu Glacier, Nepal","[['Katie E.', 'Miles'], ['Bryn', 'Hubbard'], ['Evan S.', 'Miles'], ['Duncan J.', 'Quincey'], ['Ann V.', 'Rowan'], ['Martin', 'Kirkbride'], ['Josephine', 'Hornsey']]",CrossRef
Polar Data Centre (PDC),10.5285/d80f5c86-89a7-46d6-8718-47e3d34ab368,"Borehole optical televiewer (OPTV) logs of boreholes drilled into Khumbu Glacier, Nepal, in 2017 and 2018 as part of EverDrill research project","['Hubbard, Bryn', 'Miles, Katie', 'Quincey, Duncan']",is-part-of,http://everdrill.org/,Info not given,Info not given,Info not given,DataCite
Centre for Environmental Data Analysis (CEDA),10.5285/76ebdc0b-0eed-4f70-b89e-55e606bcd568,VolcanEESM: Global volcanic sulphur dioxide (SO2) emissions database from 1850 to present - Version 1.0,"['Neely III, R.R', 'Schmidt, A.']",IsReferencedBy,10.1080/10962247.2018.1424057,journal-article,Modeling emissions for three-dimensional atmospheric chemistry transport models,"['Matthias, Volker', 'Arndt, Jan A.', 'Aulinger, Armin', 'Bieser, Johannes', 'Denier van der Gon, Hugo', 'Kranenburg, Richard', 'Kuenen, Jeroen', 'Neumann, Daniel', 'Pouliot, George', 'Quante, Markus']",Scholix
Centre for Environmental Data Analysis (CEDA),10.5285/76ebdc0b-0eed-4f70-b89e-55e606bcd568,VolcanEESM: Global volcanic sulphur dioxide (SO2) emissions database from 1850 to present - Version 1.0,"['Neely III, R.R', 'Schmidt, A.']",IsReferencedBy,10.1007/s00382-019-05029-z,journal-article,New observational insights into the atmospheric circulation over the Euro-Atlantic sector since 1685,"['Mellado-Cano, Javier', 'Barriopedro, David', 'García-Herrera, Ricardo', 'Trigo, Ricardo M.']",Scholix
Centre for Environmental Data Analysis (CEDA),10.5285/76ebdc0b-0eed-4f70-b89e-55e606bcd568,VolcanEESM: Global volcanic sulphur dioxide (SO2) emissions database from 1850 to present - Version 1.0,"['Neely III, R.R', 'Schmidt, A.']",references,10.1016/b978-0-12-819766-0.00010-9,book-chapter,Historical changes in aerosol,"[['Michael', 'Schulz'], ['Joseph R.', 'McConnell']]",CrossRef
Centre for Environmental Data Analysis (CEDA),10.5285/76ebdc0b-0eed-4f70-b89e-55e606bcd568,VolcanEESM: Global volcanic sulphur dioxide (SO2) emissions database from 1850 to present - Version 1.0,"['Neely III, R.R', 'Schmidt, A.']",references,10.5194/gmd-15-8669-2022,journal-article,Implementation and evaluation of the GEOS-Chem chemistry module version 13.1.2 within the Community Earth System Model v2.1,"[['Thibaud M.', 'Fritz'], ['Sebastian D.', 'Eastham'], ['Louisa K.', 'Emmons'], ['Haipeng', 'Lin'], ['Elizabeth W.', 'Lundgren'], ['Steve', 'Goldhaber'], ['Steven R. H.', 'Barrett'], ['Daniel J.', 'Jacob']]",CrossRef
Centre for Environmental Data Analysis (CEDA),10.5285/76ebdc0b-0eed-4f70-b89e-55e606bcd568,VolcanEESM: Global volcanic sulphur dioxide (SO2) emissions database from 1850 to present - Version 1.0,"['Neely III, R.R', 'Schmidt, A.']",references,10.1029/2019jd030943,journal-article,The Whole Atmosphere Community Climate Model Version 6 (WACCM6),"[['A.', 'Gettelman'], ['M. J.', 'Mills'], ['D. E.', 'Kinnison'], ['R. R.', 'Garcia'], ['A. K.', 'Smith'], ['D. R.', 'Marsh'], ['S.', 'Tilmes'], ['F.', 'Vitt'], ['C. G.', 'Bardeen'], ['J.', 'McInerny'], ['H.‐L.', 'Liu'], ['S. C.', 'Solomon'], ['L. M.', 'Polvani'], ['L. K.', 'Emmons'], ['J.‐F.', 'Lamarque'], ['J. H.', 'Richter'], ['A. S.', 'Glanville'], ['J. T.', 'Bacmeister'], ['A. S.', 'Phillips'], ['R. B.', 'Neale'], ['I. R.', 'Simpson'], ['A. K.', 'DuVivier'], ['A.', 'Hodzic'], ['W. J.', 'Randel']]",CrossRef
Centre for Environmental Data Analysis (CEDA),10.5285/76ebdc0b-0eed-4f70-b89e-55e606bcd568,VolcanEESM: Global volcanic sulphur dioxide (SO2) emissions database from 1850 to present - Version 1.0,"['Neely III, R.R', 'Schmidt, A.']",references,10.1038/s41467-020-18352-5,journal-article,Persisting volcanic ash particles impact stratospheric SO2 lifetime and aerosol optical properties,"[['Yunqian', 'Zhu'], ['Owen B.', 'Toon'], ['Eric J.', 'Jensen'], ['Charles G.', 'Bardeen'], ['Michael J.', 'Mills'], ['Margaret A.', 'Tolbert'], ['Pengfei', 'Yu'], ['Sarah', 'Woods']]",CrossRef
Centre for Environmental Data Analysis (CEDA),10.5285/76ebdc0b-0eed-4f70-b89e-55e606bcd568,VolcanEESM: Global volcanic sulphur dioxide (SO2) emissions database from 1850 to present - Version 1.0,"['Neely III, R.R', 'Schmidt, A.']",references,10.5194/acp-21-15771-2021,journal-article,An Arctic ozone hole in 2020 if not for the Montreal Protocol,"[['Catherine', 'Wilka'], ['Susan', 'Solomon'], ['Doug', 'Kinnison'], ['David', 'Tarasick']]",CrossRef
Centre for Environmental Data Analysis (CEDA),10.5285/76ebdc0b-0eed-4f70-b89e-55e606bcd568,VolcanEESM: Global volcanic sulphur dioxide (SO2) emissions database from 1850 to present - Version 1.0,"['Neely III, R.R', 'Schmidt, A.']",references,10.5194/acp-23-921-2023,journal-article,Interactive stratospheric aerosol models' response to different amounts and altitudes of SO<sub>2</sub> injection during the 1991 Pinatubo eruption,"[['Ilaria', 'Quaglia'], ['Claudia', 'Timmreck'], ['Ulrike', 'Niemeier'], ['Daniele', 'Visioni'], ['Giovanni', 'Pitari'], ['Christina', 'Brodowsky'], ['Christoph', 'Brühl'], ['Sandip S.', 'Dhomse'], ['Henning', 'Franke'], ['Anton', 'Laakso'], ['Graham W.', 'Mann'], ['Eugene', 'Rozanov'], ['Timofei', 'Sukhodolov']]",CrossRef
Centre for Environmental Data Analysis (CEDA),10.5285/76ebdc0b-0eed-4f70-b89e-55e606bcd568,VolcanEESM: Global volcanic sulphur dioxide (SO2) emissions database from 1850 to present - Version 1.0,"['Neely III, R.R', 'Schmidt, A.']",references,10.5194/acp-22-4557-2022,journal-article,Stratospheric ozone response to sulfate aerosol and solar dimming climate interventions based on the G6 Geoengineering Model Intercomparison Project (GeoMIP) simulations,"[['Simone', 'Tilmes\u200b\u200b\u200b\u200b\u200b\u200b\u200b'], ['Daniele', 'Visioni'], ['Andy', 'Jones'], ['James', 'Haywood'], ['Roland', 'Séférian'], ['Pierre', 'Nabat'], ['Olivier', 'Boucher'], ['Ewa Monica', 'Bednarz'], ['Ulrike', 'Niemeier']]",CrossRef
Centre for Environmental Data Analysis (CEDA),10.5285/76ebdc0b-0eed-4f70-b89e-55e606bcd568,VolcanEESM: Global volcanic sulphur dioxide (SO2) emissions database from 1850 to present - Version 1.0,"['Neely III, R.R', 'Schmidt, A.']",references,10.5194/acp-22-4779-2022,journal-article,Upper stratospheric ClO and HOCl trends (2005–2020): Aura Microwave Limb Sounder and model results,"[['Lucien', 'Froidevaux'], ['Douglas E.', 'Kinnison'], ['Michelle L.', 'Santee'], ['Luis F.', 'Millán'], ['Nathaniel J.', 'Livesey'], ['William G.', 'Read'], ['Charles G.', 'Bardeen'], ['John J.', 'Orlando'], ['Ryan A.', 'Fuller']]",CrossRef
Centre for Environmental Data Analysis (CEDA),10.5285/76ebdc0b-0eed-4f70-b89e-55e606bcd568,VolcanEESM: Global volcanic sulphur dioxide (SO2) emissions database from 1850 to present - Version 1.0,"['Neely III, R.R', 'Schmidt, A.']",references,10.1038/s41561-021-00803-3,journal-article,Emergence of Southern Hemisphere stratospheric circulation changes in response to ozone recovery,"[['Brian', 'Zambri'], ['Susan', 'Solomon'], ['David W. J.', 'Thompson'], ['Qiang', 'Fu']]",CrossRef
Centre for Environmental Data Analysis (CEDA),10.5285/76ebdc0b-0eed-4f70-b89e-55e606bcd568,VolcanEESM: Global volcanic sulphur dioxide (SO2) emissions database from 1850 to present - Version 1.0,"['Neely III, R.R', 'Schmidt, A.']",references,10.5194/essd-9-809-2017,journal-article,Volcanic stratospheric sulfur injections and aerosol optical depth from 500 BCE to 1900 CE,"[['Matthew', 'Toohey'], ['Michael', 'Sigl']]",CrossRef
Centre for Environmental Data Analysis (CEDA),10.5285/76ebdc0b-0eed-4f70-b89e-55e606bcd568,VolcanEESM: Global volcanic sulphur dioxide (SO2) emissions database from 1850 to present - Version 1.0,"['Neely III, R.R', 'Schmidt, A.']",references,10.1002/wcc.522,journal-article,"The early 20th century warming: Anomalies, causes, and consequences","[['Gabriele C.', 'Hegerl'], ['Stefan', 'Brönnimann'], ['Andrew', 'Schurer'], ['Tim', 'Cowan']]",CrossRef
Polar Data Centre (PDC),10.5285/5a711904-ef42-46a3-9f47-3f0d6b231f65,Epipelagic mesozooplankton distribution and abundance in Southern Ocean Atlantic sector and the North Atlantic and Arctic 1996-2013,"['Ward, Peter', 'Tarling, Geraint', 'Shreeve, Rachael', 'ten Hoopen, Petra']",IsReferencedBy,10.15468/dl.wcnfng,dataset,Occurrence Download,['Occdownload Gbif.Org'],Scholix
Polar Data Centre (PDC),10.5285/5a711904-ef42-46a3-9f47-3f0d6b231f65,Epipelagic mesozooplankton distribution and abundance in Southern Ocean Atlantic sector and the North Atlantic and Arctic 1996-2013,"['Ward, Peter', 'Tarling, Geraint', 'Shreeve, Rachael', 'ten Hoopen, Petra']",IsReferencedBy,10.15468/dl.p53eb8,dataset,Occurrence Download,['Occdownload Gbif.Org'],Scholix
Polar Data Centre (PDC),10.5285/5a711904-ef42-46a3-9f47-3f0d6b231f65,Epipelagic mesozooplankton distribution and abundance in Southern Ocean Atlantic sector and the North Atlantic and Arctic 1996-2013,"['Ward, Peter', 'Tarling, Geraint', 'Shreeve, Rachael', 'ten Hoopen, Petra']",IsReferencedBy,10.15468/dl.c3q7va,dataset,Occurrence Download,['Occdownload Gbif.Org'],Scholix
Polar Data Centre (PDC),10.5285/5a711904-ef42-46a3-9f47-3f0d6b231f65,Epipelagic mesozooplankton distribution and abundance in Southern Ocean Atlantic sector and the North Atlantic and Arctic 1996-2013,"['Ward, Peter', 'Tarling, Geraint', 'Shreeve, Rachael', 'ten Hoopen, Petra']",IsReferencedBy,10.15468/dl.nha85n,dataset,Occurrence Download,['Occdownload Gbif.Org'],Scholix
Polar Data Centre (PDC),10.5285/5a711904-ef42-46a3-9f47-3f0d6b231f65,Epipelagic mesozooplankton distribution and abundance in Southern Ocean Atlantic sector and the North Atlantic and Arctic 1996-2013,"['Ward, Peter', 'Tarling, Geraint', 'Shreeve, Rachael', 'ten Hoopen, Petra']",IsReferencedBy,10.15468/dl.jjvbbv,dataset,Occurrence Download,['Occdownload Gbif.Org'],Scholix
Polar Data Centre (PDC),10.5285/5a711904-ef42-46a3-9f47-3f0d6b231f65,Epipelagic mesozooplankton distribution and abundance in Southern Ocean Atlantic sector and the North Atlantic and Arctic 1996-2013,"['Ward, Peter', 'Tarling, Geraint', 'Shreeve, Rachael', 'ten Hoopen, Petra']",IsReferencedBy,10.15468/dl.upchfd,dataset,Occurrence Download,['Occdownload Gbif.Org'],Scholix
Polar Data Centre (PDC),10.5285/5a711904-ef42-46a3-9f47-3f0d6b231f65,Epipelagic mesozooplankton distribution and abundance in Southern Ocean Atlantic sector and the North Atlantic and Arctic 1996-2013,"['Ward, Peter', 'Tarling, Geraint', 'Shreeve, Rachael', 'ten Hoopen, Petra']",IsReferencedBy,10.15468/dl.ndqsnj,dataset,Occurrence Download,['Occdownload Gbif.Org'],Scholix
Polar Data Centre (PDC),10.5285/5a711904-ef42-46a3-9f47-3f0d6b231f65,Epipelagic mesozooplankton distribution and abundance in Southern Ocean Atlantic sector and the North Atlantic and Arctic 1996-2013,"['Ward, Peter', 'Tarling, Geraint', 'Shreeve, Rachael', 'ten Hoopen, Petra']",IsReferencedBy,10.15468/dl.3x28gc,dataset,Occurrence Download,['Occdownload Gbif.Org'],Scholix
Polar Data Centre (PDC),10.5285/5a711904-ef42-46a3-9f47-3f0d6b231f65,Epipelagic mesozooplankton distribution and abundance in Southern Ocean Atlantic sector and the North Atlantic and Arctic 1996-2013,"['Ward, Peter', 'Tarling, Geraint', 'Shreeve, Rachael', 'ten Hoopen, Petra']",IsReferencedBy,10.15468/dl.kx9xd9,dataset,Occurrence Download,['Occdownload Gbif.Org'],Scholix
Polar Data Centre (PDC),10.5285/5a711904-ef42-46a3-9f47-3f0d6b231f65,Epipelagic mesozooplankton distribution and abundance in Southern Ocean Atlantic sector and the North Atlantic and Arctic 1996-2013,"['Ward, Peter', 'Tarling, Geraint', 'Shreeve, Rachael', 'ten Hoopen, Petra']",IsReferencedBy,10.15468/dl.zx8ebd,dataset,Occurrence Download,['Occdownload Gbif.Org'],Scholix
Polar Data Centre (PDC),10.5285/5a711904-ef42-46a3-9f47-3f0d6b231f65,Epipelagic mesozooplankton distribution and abundance in Southern Ocean Atlantic sector and the North Atlantic and Arctic 1996-2013,"['Ward, Peter', 'Tarling, Geraint', 'Shreeve, Rachael', 'ten Hoopen, Petra']",IsReferencedBy,10.15468/dl.y8apfr,dataset,Occurrence Download,['Occdownload Gbif.Org'],Scholix
Polar Data Centre (PDC),10.5285/5a711904-ef42-46a3-9f47-3f0d6b231f65,Epipelagic mesozooplankton distribution and abundance in Southern Ocean Atlantic sector and the North Atlantic and Arctic 1996-2013,"['Ward, Peter', 'Tarling, Geraint', 'Shreeve, Rachael', 'ten Hoopen, Petra']",IsReferencedBy,10.15468/dl.mmy4mz,dataset,Occurrence Download,['Occdownload Gbif.Org'],Scholix
Polar Data Centre (PDC),10.5285/5a711904-ef42-46a3-9f47-3f0d6b231f65,Epipelagic mesozooplankton distribution and abundance in Southern Ocean Atlantic sector and the North Atlantic and Arctic 1996-2013,"['Ward, Peter', 'Tarling, Geraint', 'Shreeve, Rachael', 'ten Hoopen, Petra']",IsReferencedBy,10.15468/dl.yxmw3x,dataset,Occurrence Download,['Occdownload Gbif.Org'],Scholix
Polar Data Centre (PDC),10.5285/5a711904-ef42-46a3-9f47-3f0d6b231f65,Epipelagic mesozooplankton distribution and abundance in Southern Ocean Atlantic sector and the North Atlantic and Arctic 1996-2013,"['Ward, Peter', 'Tarling, Geraint', 'Shreeve, Rachael', 'ten Hoopen, Petra']",IsReferencedBy,10.15468/dl.hsxz83,dataset,Occurrence Download,['Occdownload Gbif.Org'],Scholix
Polar Data Centre (PDC),10.5285/5a711904-ef42-46a3-9f47-3f0d6b231f65,Epipelagic mesozooplankton distribution and abundance in Southern Ocean Atlantic sector and the North Atlantic and Arctic 1996-2013,"['Ward, Peter', 'Tarling, Geraint', 'Shreeve, Rachael', 'ten Hoopen, Petra']",IsReferencedBy,10.15468/dl.ed6gj8,dataset,Occurrence Download,['Occdownload Gbif.Org'],Scholix
Polar Data Centre (PDC),10.5285/5a711904-ef42-46a3-9f47-3f0d6b231f65,Epipelagic mesozooplankton distribution and abundance in Southern Ocean Atlantic sector and the North Atlantic and Arctic 1996-2013,"['Ward, Peter', 'Tarling, Geraint', 'Shreeve, Rachael', 'ten Hoopen, Petra']",IsReferencedBy,10.15468/dl.3mznv8,dataset,Occurrence Download,['Occdownload Gbif.Org'],Scholix
